LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
XXX_LMGL03011668	TG(16:7/22:8(13Z)/22:11(7Z,10Z,13Z,16Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	964.845892	C63H112O6	14712826	9545629	MZNKMPMMJCRJCG-SMLMYJFZSA-N						
XXX_LMGL03011750	TG(16:7/22:8(13Z)/22:12(7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	962.830242	C63H110O6	14712908	9545711	WWQOCPZHIQRZNO-VFNXXEPVSA-N						
XXX_LMGL03011830	TG(16:7/22:8(13Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	960.814592	C63H108O6	14712988	9545791	JBIAXAVCHOSHKY-LGHPHKBOSA-N						
XXX_LMGL03011729	TG(16:7/22:9(13Z,16Z)/22:9(13Z,16Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	966.861542	C63H114O6	14712887	9545690	AIJZDCRCOWFNRQ-LLTMKOBBSA-N						
XXX_LMGL03015801	TG(16:7/22:9(13Z,16Z)/22:10(10Z,13Z,16Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	964.845892	C63H112O6	135641487	56939583	IGBDALCSDOJFSK-UGKUIKEVSA-N						
XXX_LMGL03011809	TG(16:7/22:9(13Z,16Z)/22:11(7Z,10Z,13Z,16Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	962.830242	C63H110O6	14712967	9545770	BTKBYBXKJGMWMW-SUKNYUEVSA-N						
XXX_LMGL03011888	TG(16:7/22:9(13Z,16Z)/22:12(7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	960.814592	C63H108O6	14713046	9545849	NWKINCLTQZSJMT-CAXMMBMTSA-N						
XXX_LMGL03011964	TG(16:7/22:9(13Z,16Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	958.798942	C63H106O6	14713122	9545925	SUSVIZFJFDUVRG-LJHMGBQNSA-N						
XXX_LMGL03011658	TG(16:7/22:10(10Z,13Z,16Z)/22:9(13Z,16Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	964.845892	C63H112O6	14712816	9545619	WLPRYYMXSOOYNS-RIUIQEAWSA-N						
XXX_LMGL03011575	TG(16:7/22:10(10Z,13Z,16Z)/22:10(10Z,13Z,16Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	962.830242	C63H110O6	14712733	9545536	SZKWUNPVOKFJKG-FOGSOADGSA-N						
XXX_LMGL03011740	TG(16:7/22:10(10Z,13Z,16Z)/22:11(7Z,10Z,13Z,16Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	960.814592	C63H108O6	14712898	9545701	DTAOPYXHHGYNRV-YPFCNVBBSA-N						
XXX_LMGL03011820	TG(16:7/22:10(10Z,13Z,16Z)/22:12(7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	958.798942	C63H106O6	14712978	9545781	MZNOZJPJGGIAQU-SPKLIHOFSA-N						
XXX_LMGL03011899	TG(16:7/22:10(10Z,13Z,16Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	956.783292	C63H104O6	14713057	9545860	MHJMNJHOZPPNCD-RDNSQJSASA-N						
XXX_LMGL03011877	TG(16:7/22:11(7Z,10Z,13Z,16Z)/22:11(7Z,10Z,13Z,16Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	958.798942	C63H106O6	14713035	9545838	LZMYQBXIIPFGAL-KMEBEGJJSA-N						
XXX_LMGL03011953	TG(16:7/22:11(7Z,10Z,13Z,16Z)/22:12(7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	956.783292	C63H104O6	14713111	9545914	GCOQNBYYCRADMG-MSUNEHEASA-N						
XXX_LMGL03012027	TG(16:7/22:11(7Z,10Z,13Z,16Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	954.767642	C63H102O6	14713185	9545988	MTPKGLNGVPLRIZ-ROIQDCBJSA-N						
XXX_LMGL03012015	TG(16:7/22:12(7Z,10Z,13Z,16Z,19Z)/22:12(7Z,10Z,13Z,16Z,19Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	954.767642	C63H102O6	14713173	9545976	XMRBIWWWAIEADV-VEJZRHBKSA-N						
XXX_LMGL03012086	TG(16:7/22:12(7Z,10Z,13Z,16Z,19Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	952.751992	C63H100O6	14713244	9546047	QVOHTEKWCOOZBV-SYHYLERFSA-N						
XXX_LMGL03012142	TG(16:7/22:13(4Z,7Z,10Z,13Z,16Z,19Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	950.736342	C63H98O6	14713300	9546103	VLEDHTUUVAXNOJ-VAVCLJGVSA-N						
XXX_LMGL03010020	TG(16:8(9Z)/16:8(9Z)/16:8(9Z))	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	800.689392	C51H92O6	14711178	9543989	SKGWNZXOCSYJQL-BUTYCLJRSA-N		HMDB05432				
XXX_LMGL03010024	TG(16:8(9Z)/16:8(9Z)/17:7)[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	816.720692	C52H96O6	14711182	9543993	QZYSUBAQYSVFNX-PSMULLBHSA-N						
XXX_LMGL03010029	TG(16:8(9Z)/16:8(9Z)/17:8(9Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	814.705042	C52H94O6	14711187	9543998	QJJXGOJKLTYZHP-TVQQJNQJSA-N						
XXX_LMGL03010035	TG(16:8(9Z)/16:8(9Z)/17:9(9Z,12Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	812.689392	C52H92O6	14711193	9544003	CHSAHWHLBZZZRS-UFNJCNMGSA-N						
XXX_LMGL03010042	TG(16:8(9Z)/16:8(9Z)/18:7)[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	830.736342	C53H98O6	14711200	9544010	QEZWFCZNHWUARW-XQCAQTCHSA-N		HMDB05430				
XXX_LMGL03010052	TG(16:8(9Z)/16:8(9Z)/18:8(9Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	828.720692	C53H96O6	14711210	25240357	UFHNZOACKFBCOM-YXKNDSBASA-N		HMDB05433				
XXX_LMGL03010064	TG(16:8(9Z)/16:8(9Z)/18:9(9Z,12Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	826.705042	C53H94O6	14711222	25240359	PVMBAGXWHHZKFP-JMPJWMFJSA-N		HMDB05435				
XXX_LMGL03012989	TG(16:8(9Z)/16:8(9Z)/18:10(6Z,9Z,12Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	824.689392	C53H92O6	135638675	56936781	CWAFIVPCBLPYIH-PXKHBPOISA-N						
XXX_LMGL03010078	TG(16:8(9Z)/16:8(9Z)/18:10(9Z,12Z,15Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	824.689392	C53H92O6	14711236	9544045	AFTBPUXZTDLRSP-UDQIKIEDSA-N						
XXX_LMGL03012990	TG(16:8(9Z)/16:8(9Z)/18:11(6Z,9Z,12Z,15Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	822.673742	C53H90O6	135638676	56936782	GBSHILPCPMOAFQ-JWVLWQGZSA-N						
XXX_LMGL03010094	TG(16:8(9Z)/16:8(9Z)/19:7)[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	844.751992	C54H100O6	14711252	9544060	RCTFXDPMSHIQTH-LFMSVABCSA-N						
XXX_LMGL03012991	TG(16:8(9Z)/16:8(9Z)/19:8(9Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	842.736342	C54H98O6	135638677	56936783	QSMHETGBWUMNCX-VMWNIWIQSA-N						
XXX_LMGL03010113	TG(16:8(9Z)/16:8(9Z)/20:7)[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	858.767642	C55H102O6	14711271	9544078	KKJVTOLWRSMFEP-RLVGKUCASA-N		HMDB05431				
XXX_LMGL03010134	TG(16:8(9Z)/16:8(9Z)/20:8(11Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	856.751992	C55H100O6	14711292	9544099	YCIPIGLQWOQUJK-PKTDIELCSA-N		HMDB05434				
XXX_LMGL03010158	TG(16:8(9Z)/16:8(9Z)/20:9(11Z,14Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	854.736342	C55H98O6	14711316	9544123	TZRLBGSETAVVDN-FCDMSKNPSA-N						
XXX_LMGL03010184	TG(16:8(9Z)/16:8(9Z)/20:10(8Z,11Z,14Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	852.720692	C55H96O6	14711342	9544149	YLSQMGKHEUFXMJ-LLQVRATESA-N						
XXX_LMGL03010214	TG(16:8(9Z)/16:8(9Z)/20:11(5Z,8Z,11Z,14Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	850.705042	C55H94O6	14711372	9544179	SWYCMJAKZYLTJN-FKAQGJMVSA-N		HMDB05436				
XXX_LMGL03010247	TG(16:8(9Z)/16:8(9Z)/20:12(5Z,8Z,11Z,14Z,17Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	848.689392	C55H92O6	14711405	9544212	YLBALWIGKCTFIL-MDYGGDRTSA-N						
XXX_LMGL03010284	TG(16:8(9Z)/16:8(9Z)/21:7)[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	872.783292	C56H104O6	14711442	9544248	IAIAREATKVAYEL-ZCBSGMBASA-N						
XXX_LMGL03010324	TG(16:8(9Z)/16:8(9Z)/22:7)[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	886.798942	C57H106O6	14711482	9544288	GOLXXQRKCMOJGT-KXSDLMDJSA-N						
XXX_LMGL03012992	TG(16:8(9Z)/16:8(9Z)/22:8(11Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	884.783292	C57H104O6	135638678	56936784	FROWKRGIFUDBMX-LEJKXGRDSA-N						
XXX_LMGL03010368	TG(16:8(9Z)/16:8(9Z)/22:8(13Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	884.783292	C57H104O6	14711526	9544332	HJRVVCOWJQUKTM-ILPUFSCISA-N						
XXX_LMGL03010468	TG(16:8(9Z)/16:8(9Z)/22:9(13Z,16Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	882.767642	C57H102O6	14711626	9544431	YUBPSQNVVBRHKY-QFKVTFFLSA-N						
XXX_LMGL03010416	TG(16:8(9Z)/16:8(9Z)/22:10(10Z,13Z,16Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	880.751992	C57H100O6	14711574	9544379	IIKSNFASRKIGOX-ALIGTZRXSA-N						
XXX_LMGL03010524	TG(16:8(9Z)/16:8(9Z)/22:11(7Z,10Z,13Z,16Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	878.736342	C57H98O6	14711682	9544487	ULPAJHKZIZPHLP-MLKQJLBNSA-N						
XXX_LMGL03010585	TG(16:8(9Z)/16:8(9Z)/22:12(7Z,10Z,13Z,16Z,19Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	876.720692	C57H96O6	14711743	9544547	KZNMWCNMPFUCPG-XHQCOAIISA-N						
XXX_LMGL03010649	TG(16:8(9Z)/16:8(9Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	874.705042	C57H94O6	14711807	9544611	JJKLAPRFAPRJOG-QBIMVFESSA-N						
XXX_LMGL03010027	TG(16:8(9Z)/17:7/17:7)[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	832.751992	C53H100O6	14711185	9543996	DSPFGQOCKPWWTL-NURROHNTSA-N						
XXX_LMGL03010033	TG(16:8(9Z)/17:7/17:8(9Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	830.736342	C53H98O6	14711191	9544001	JPNGKXJAFHOHFS-NRSDVQQPSA-N						
XXX_LMGL03010040	TG(16:8(9Z)/17:7/17:9(9Z,12Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	828.720692	C53H96O6	14711198	9544008	VAYGYRYFQMQTRK-SQLJZYDQSA-N						
XXX_LMGL03010050	TG(16:8(9Z)/17:7/18:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	846.767642	C54H102O6	14711208	9544018	VJOGKQKBWBCRFS-PLQIPONWSA-N						
XXX_LMGL03010062	TG(16:8(9Z)/17:7/18:8(9Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	844.751992	C54H100O6	14711220	9544030	IYMPJAZCIWGTJL-SADCDALBSA-N						
XXX_LMGL03010076	TG(16:8(9Z)/17:7/18:9(9Z,12Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	842.736342	C54H98O6	14711234	9544043	JZOHEVWPVBMMRQ-RCYQLFAGSA-N						
XXX_LMGL03015802	TG(16:8(9Z)/17:7/18:10(6Z,9Z,12Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	840.720692	C54H96O6	135641488	56939584	ZWZOQPNBFJCOLV-DWWGTDETSA-N						
XXX_LMGL03010092	TG(16:8(9Z)/17:7/18:10(9Z,12Z,15Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	840.720692	C54H96O6	14711250	9544058	UQVNCTOQWNCEKB-TZYGYGRMSA-N						
XXX_LMGL03015803	TG(16:8(9Z)/17:7/18:11(6Z,9Z,12Z,15Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	838.705042	C54H94O6	135641489	56939585	RQWKOTDBFFRFCB-ZIUPLRSQSA-N						
XXX_LMGL03010111	TG(16:8(9Z)/17:7/19:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	860.783292	C55H104O6	14711269	9544076	IJQZVQSZXNHSNU-FQFQCYJKSA-N						
XXX_LMGL03015804	TG(16:8(9Z)/17:7/19:8(9Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	858.767642	C55H102O6	135641490	56939586	RVLPRDUWZKKFQG-SWZASIQHSA-N						
XXX_LMGL03010132	TG(16:8(9Z)/17:7/20:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	874.798942	C56H106O6	14711290	9544097	NLGPCELLFVUYST-JDMPLWDLSA-N						
XXX_LMGL03010156	TG(16:8(9Z)/17:7/20:8(11Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	872.783292	C56H104O6	14711314	9544121	UHHFARBCUXXTCS-QZNZPEQKSA-N						
XXX_LMGL03010182	TG(16:8(9Z)/17:7/20:9(11Z,14Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	870.767642	C56H102O6	14711340	9544147	UCRNOYAYVANCJQ-SYYSRGLNSA-N						
XXX_LMGL03010212	TG(16:8(9Z)/17:7/20:10(8Z,11Z,14Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	868.751992	C56H100O6	14711370	9544177	NYSVRQLIUIHBAY-FVHUFCPMSA-N						
XXX_LMGL03010245	TG(16:8(9Z)/17:7/20:11(5Z,8Z,11Z,14Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	866.736342	C56H98O6	14711403	9544210	YXSZUNCJXFSKTR-WZSPDGFKSA-N						
XXX_LMGL03010282	TG(16:8(9Z)/17:7/20:12(5Z,8Z,11Z,14Z,17Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	864.720692	C56H96O6	14711440	9544246	AKDVWAHETIXOFY-BGDHZSDESA-N						
XXX_LMGL03010322	TG(16:8(9Z)/17:7/21:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	888.814592	C57H108O6	14711480	9544286	MGUYNDGSMHIGEB-YWGGJCCTSA-N						
XXX_LMGL03010366	TG(16:8(9Z)/17:7/22:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	902.830242	C58H110O6	14711524	9544330	SZRNZTNDWUFWBS-AYMZKUIOSA-N						
XXX_LMGL03015805	TG(16:8(9Z)/17:7/22:8(11Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	900.814592	C58H108O6	135641491	56939587	GBSHNMCLIHHJMB-JVWPAEHBSA-N						
XXX_LMGL03010414	TG(16:8(9Z)/17:7/22:8(13Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	900.814592	C58H108O6	14711572	9544377	GTAYHYSVTITIRU-UJZFYVSQSA-N						
XXX_LMGL03010522	TG(16:8(9Z)/17:7/22:9(13Z,16Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	898.798942	C58H106O6	14711680	9544485	WGTBWQPUUIYZEH-HPLDLCQESA-N						
XXX_LMGL03010466	TG(16:8(9Z)/17:7/22:10(10Z,13Z,16Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	896.783292	C58H104O6	14711624	9544429	BKLZBHOJGFQUIM-BWKKROCGSA-N						
XXX_LMGL03010583	TG(16:8(9Z)/17:7/22:11(7Z,10Z,13Z,16Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	894.767642	C58H102O6	14711741	9544545	VXBJKCXTTWEKPF-SKSNYFOVSA-N						
XXX_LMGL03010647	TG(16:8(9Z)/17:7/22:12(7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	892.751992	C58H100O6	14711805	9544609	JSIAWLQCIPHHEG-JATIUROSSA-N						
XXX_LMGL03010715	TG(16:8(9Z)/17:7/22:13(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	890.736342	C58H98O6	14711873	9544677	ALULOWZNTGURIV-GPUMAVOJSA-N						
XXX_LMGL03010037	TG(16:8(9Z)/17:8(9Z)/17:8(9Z))[iso3]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	828.720692	C53H96O6	14711195	9544005	XFUGMBAPQJQXQM-BSVRLTARSA-N						
XXX_LMGL03010047	TG(16:8(9Z)/17:8(9Z)/17:9(9Z,12Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	826.705042	C53H94O6	14711205	9544015	SDAXQMNRVOOPLP-ILTFKLGXSA-N						
XXX_LMGL03010059	TG(16:8(9Z)/17:8(9Z)/18:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	844.751992	C54H100O6	14711217	9544027	MUFGLHCVNLSDGM-NPNXJLSUSA-N						
XXX_LMGL03010073	TG(16:8(9Z)/17:8(9Z)/18:8(9Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	842.736342	C54H98O6	14711231	9544040	VMZMPPFYTBICED-KFHBATRGSA-N						
XXX_LMGL03010089	TG(16:8(9Z)/17:8(9Z)/18:9(9Z,12Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	840.720692	C54H96O6	14711247	9544055	LJSWNLLJRASQSC-FREVFAGFSA-N						
XXX_LMGL03015806	TG(16:8(9Z)/17:8(9Z)/18:10(6Z,9Z,12Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	838.705042	C54H94O6	135641492	56939588	HLXVANDWHINAHD-WYLYETGXSA-N						
XXX_LMGL03010108	TG(16:8(9Z)/17:8(9Z)/18:10(9Z,12Z,15Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	838.705042	C54H94O6	14711266	9544073	NRPMXOZWNHRGGB-BYWRYIQVSA-N						
XXX_LMGL03015807	TG(16:8(9Z)/17:8(9Z)/18:11(6Z,9Z,12Z,15Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	836.689392	C54H92O6	135641493	56939589	CVXMZMHHEYWFEK-JEVGACBCSA-N						
XXX_LMGL03010129	TG(16:8(9Z)/17:8(9Z)/19:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	858.767642	C55H102O6	14711287	9544094	QDHWFPYVDMIWDK-STELAVQCSA-N						
XXX_LMGL03015808	TG(16:8(9Z)/17:8(9Z)/19:8(9Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	856.751992	C55H100O6	135641494	56939590	HWZQEBYZOPJIMJ-SBSNKWNJSA-N						
XXX_LMGL03010153	TG(16:8(9Z)/17:8(9Z)/20:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	872.783292	C56H104O6	14711311	9544118	NIMUJTDMKAWITR-JFXSULFNSA-N						
XXX_LMGL03010179	TG(16:8(9Z)/17:8(9Z)/20:8(11Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	870.767642	C56H102O6	14711337	9544144	LVBIQCSBPWXBMG-IOVUELSYSA-N						
XXX_LMGL03010209	TG(16:8(9Z)/17:8(9Z)/20:9(11Z,14Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	868.751992	C56H100O6	14711367	9544174	HPFFOWUPXHIVPG-YJKLLZOESA-N						
XXX_LMGL03010242	TG(16:8(9Z)/17:8(9Z)/20:10(8Z,11Z,14Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	866.736342	C56H98O6	14711400	9544207	KLGNQISBAYFRBL-YSDKCJLOSA-N						
XXX_LMGL03010279	TG(16:8(9Z)/17:8(9Z)/20:11(5Z,8Z,11Z,14Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	864.720692	C56H96O6	14711437	9544243	WOSMOITWKJEFAW-AWTATVNYSA-N						
XXX_LMGL03010319	TG(16:8(9Z)/17:8(9Z)/20:12(5Z,8Z,11Z,14Z,17Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	862.705042	C56H94O6	14711477	9544283	YYVZYWYCMCTIBL-QLPIWEPJSA-N						
XXX_LMGL03010363	TG(16:8(9Z)/17:8(9Z)/21:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	886.798942	C57H106O6	14711521	9544327	IUAAIMABDXZTKZ-HASLPWHYSA-N						
XXX_LMGL03010411	TG(16:8(9Z)/17:8(9Z)/22:7)[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	900.814592	C58H108O6	14711569	9544374	QZSHFIJUDKVISN-IUKNJYKISA-N						
XXX_LMGL03015809	TG(16:8(9Z)/17:8(9Z)/22:8(11Z))[iso6]	[M+NH4]+	Glycerolipids [GL]	Triradylglycerols [GL03]	Triacylglycerols [GL0301]	898.798942	C58H106O6	135641495	56939591	ZSWOOHKBOBCRKA-WZVNWABMSA-N						
